Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-08-08,257.66,260,257,257,4568
2013-08-09,253.14,258.45,253.14,258.45,546
2013-08-12,257,261,257,261,1889
2013-08-13,262,262,259.42,260.5,478
2013-08-14,261.7,264.2,261,262.92,4533
2013-08-16,262.5,262.9,261.45,262.22,406
2013-08-19,261,261,258.37,260,1412
2013-08-20,259.95,259.95,256.76,256.84,599
2013-08-21,257.5,259,257.5,257.53,339
2013-08-22,258,261.74,258,260.16,391
2013-08-23,260.5,262.74,260.5,261,1399
2013-08-26,262.45,262.45,260.96,261.21,215
2013-08-27,261,261,256,256,1363
2013-08-28,253.5,255.3,248.12,253.47,20773
2013-08-29,246.52,256.14,246.52,255,940
2013-08-30,254.99,257,254.85,256.7,177
2013-09-02,256.7,259.81,256.7,258.47,1002
2013-09-03,258.47,259,255.16,256,169
2013-09-04,256,258.33,250.02,250.18,1270
2013-09-05,252,252,234.91,240.86,7228
2013-09-06,241.01,244.58,240,243.61,6007
2013-09-09,246,248.12,244,247.65,635
2013-09-10,247.8,254.56,247.8,253.95,3064
2013-09-11,253.95,257,252.15,255.98,1841
2013-09-12,253.2,259.5,253.15,259.5,3066
2013-09-13,258.79,258.79,256.46,258,614
2013-09-16,255,260,255,257.5,756
2013-09-17,255.02,257.5,253.9,257.5,305
2013-09-18,258.99,258.99,256.1,256.1,1019
2013-09-19,259.45,263.5,259.45,262,2451
2013-09-20,261,262.5,259.69,262.5,663
2013-09-23,263,263,260,261.2,1442
2013-09-24,261.5,261.5,259.3,260.5,863
2013-09-25,260.5,262,259.84,262,640
2013-09-26,263,266.36,263,266.36,2112
2013-09-27,266.7,266.7,262.5,262.5,249
2013-09-30,263.79,263.79,260.31,260.46,509
2013-10-01,260.1,261.91,259,261.91,396
2013-10-02,262.99,263,261,261,106
2013-10-03,263,264.88,263,263.01,236
2013-10-04,262,262,261.33,261.71,172
2013-10-07,263,263.77,257.2,257.76,1824
2013-10-08,258.37,259.94,258.2,258.2,5434
2013-10-09,256.7,259.1,256.5,258.86,6362
2013-10-10,263.76,268.5,263.76,268.39,753
2013-10-11,270,272,268.52,271.18,6097
2013-10-14,269.28,272.5,269.28,271.99,2413
2013-10-15,272.5,275.84,271.58,271.69,2173
2013-10-16,273.7,275,270.24,273.1,264
2013-10-17,274,274,270.5,271.99,31170
2013-10-18,270,271.65,259.01,269,1585
2013-10-21,273.79,276.5,271.69,276.5,2042
2013-10-22,277,279,276.32,279,2747
2013-10-23,277.99,277.99,275,276.15,206
2013-10-24,276.2,277.47,276.15,276.15,151
2013-10-25,277.5,277.5,275.43,277.5,726
2013-10-28,277.5,279,277.5,277.65,1325
2013-10-29,278,281.25,278,280.5,1697
2013-10-30,279.07,281.3,278,278,6161
2013-10-31,275,277.5,273.8,275,948
2013-11-04,275,277.5,275,276.17,107
2013-11-05,277.43,278,274,274,735
2013-11-06,273,277.58,273,277.35,3757
2013-11-07,274,279,274,276.13,4483
2013-11-08,274,274.74,272.73,273.48,2704
2013-11-12,278.5,278.5,275,275.07,295
2013-11-13,275,275,269.93,269.93,1276
2013-11-14,270.11,274.79,270.11,274.02,479
2013-11-15,276.1,279,275.59,277.95,1813
2013-11-18,279,287.3,278,285.16,2528
2013-11-19,285,285.11,284,284.01,2241
2013-11-20,286,286,283.5,283.95,1210
2013-11-21,282.2,282.97,282,282.12,2731
2013-11-22,283.9,284,282.82,283,120
2013-11-25,288,288,284,285,454
2013-11-26,286,286,277.01,281,2635
2013-11-27,281,282.99,280.42,282.02,2896
2013-11-28,285,285,277.9,277.9,155
2013-11-29,282,283.23,281,283.23,740
2013-12-02,283.23,283.23,279.3,279.3,368
